x,y,z
-904.919993,995.316935,-928.075349
780.665683,-454.446732,-352.165044
-560.043478,-570.813488,703.977421
852.248550,-843.075762,783.635493
773.461080,-445.856887,645.559558
952.088601,319.513570,398.646092
-433.717338,-597.483981,-75.694382
266.006201,983.361491,-913.518278
255.988192,242.176093,-398.031877
-143.810046,-250.776363,-912.903065
24.273625,726.090727,880.827768
-288.947185,-202.864472,647.342160
-327.652449,276.525784,-124.311861
-227.370535,196.765272,555.730311
648.470375,-632.345059,-427.402072
-563.027056,202.514950,-424.756387
622.042635,61.374676,546.685053
434.962184,-733.850644,638.442622
-321.515251,-380.235898,-107.210260
-589.068686,-114.714398,-716.611940
729.882713,973.241652,-29.507468
604.706543,-63.172933,913.295434
121.660475,-892.449320,801.230200
735.146275,-367.932229,576.442251
-972.891419,486.426234,-549.609589
58.403249,505.024814,-61.285360
-132.096098,-764.257176,312.460433
-721.899732,911.889279,-576.659120
267.244331,-278.074855,-646.198767
204.448336,138.290400,788.877166
-139.285487,132.810588,93.645160
-791.621149,-709.300137,606.276592
-345.161237,508.388204,-574.090229
-810.794639,378.423638,967.552390
-449.588741,871.740839,-290.913734
-140.964898,-133.036625,-76.491623
-891.723806,221.216516,-365.442698
495.675738,-408.460258,804.295706
-72.450459,53.856546,217.385591
997.096608,-772.809114,-967.416210
742.250016,-150.029026,-778.523367
-572.693382,-123.593836,-300.907574
-574.182464,940.099408,-107.053178
39.304243,-994.308737,-882.055429
-179.619309,569.636663,-765.239367
522.712923,-785.523529,-631.046750
-403.546477,507.922561,-118.146833
-533.196152,215.763565,-371.841997
873.538448,958.017139,210.890970
-167.218254,-276.109308,387.621594
317.524108,-795.554032,-188.537686
-72.841686,613.018778,-612.524318
-809.984321,-365.797076,354.109160
-294.274905,-738.968211,-882.546172
-860.388390,530.963270,676.310280
394.326754,377.756551,-837.777038
737.570390,-190.794888,489.389379
124.535861,-848.374107,-522.405774
283.473159,361.489719,248.893253
-178.275339,-247.998193,139.399922
505.790422,-531.536558,414.881201
999.490852,-341.663200,-841.963246
-647.735403,769.984194,-508.389058
-281.874524,530.369262,226.914131
261.510776,-553.120801,167.818482
-92.728497,-367.844525,319.877561
-27.607946,657.069641,959.168274
-583.831273,-124.028928,341.741859
119.652236,-456.804120,-273.607315
-267.402547,-704.506794,-394.383941
-826.435916,506.650696,315.442741
982.122939,-948.585625,482.657774
-256.269390,-700.614839,-149.330166
-371.441094,588.430926,415.335620
575.772996,-700.343460,819.270801
-312.097009,-90.992965,497.203972
-494.638145,591.088340,243.452210
750.464437,-471.955741,-862.036643
-677.899724,330.622498,485.159704
-788.467113,-844.033124,664.120707
71.218585,861.597520,668.280331
-134.703421,461.128497,69.209721
252.027099,-386.406726,919.603437
95.362578,-852.201997,272.210007
965.634922,546.366652,-281.521796
410.693956,-776.216967,-404.678581
735.035157,-629.341351,52.467515
249.761489,510.249397,-275.763199
-947.554047,-430.110457,-705.932247
-742.032055,-773.540137,-254.801750
-984.351383,-932.424576,-339.519717
-75.364614,-322.413116,130.169716
-544.591233,-163.873439,423.764154
121.764316,712.527612,920.809459
-987.805080,-422.447056,-100.410583
117.099885,939.051557,-832.653392
-474.406903,-1.940462,-368.441527
-444.762009,513.811683,-7.121155
191.321972,-712.006304,634.725304
266.046043,-988.069094,-358.190019
417.763998,490.037317,-586.901334
-413.898652,636.027691,447.233917
97.715109,164.154918,18.558401
564.373499,-807.815563,-762.914836
-602.043557,867.623071,-705.932586
983.232961,118.838545,405.748784
484.282366,708.685973,227.404847
655.619248,-275.486494,999.712835
795.893466,-659.494913,393.340504
484.135663,-408.151871,477.690855
-814.868932,897.581137,-518.422749
-306.253574,-861.782396,293.521622
344.233744,-250.448765,758.285359
-344.839307,-691.107579,-864.257161
-631.557596,-267.223506,40.715339
511.698560,-880.263102,869.932165
694.125764,-920.521042,-278.320013
-781.123240,-717.441197,825.923725
627.130150,-23.651503,-596.926171
-227.829230,-964.388296,-748.363941
689.727118,344.114704,-4.389880
-841.526468,-24.081428,-70.371350
778.955857,-676.225846,-892.441264
628.012900,917.990558,-746.518077
704.164667,-513.171419,-545.992657
162.043562,-574.920626,-331.753419
-16.546409,-454.902077,-479.683896
165.137954,-213.418693,-63.113938
485.326781,-629.846909,-67.508441
616.687848,-782.349748,-714.846606
9.629395,-120.562392,41.471111
-283.608240,590.737071,196.481831
-845.255594,-383.460269,893.491744
547.049223,505.212734,-600.374210
625.749930,-579.807657,-561.821399
-651.527083,-491.066561,-261.162171
-722.455863,675.699468,-997.166238
-965.249471,-520.212088,-723.543054
-922.834542,769.130269,272.753138
-128.706478,536.321006,-571.494702
753.892468,-155.632766,-638.968553
738.669422,-165.216362,837.543151
-821.627851,439.002489,338.359118
170.686517,542.219102,19.904037
-719.147490,117.899576,953.757564
264.642837,-947.856112,-831.851427
23.747732,-488.820580,-628.947410
-724.001506,433.386645,-206.023501
619.068179,-138.593176,-76.332661
651.691965,-328.485610,66.495268
755.195944,-534.790219,166.026711
-67.243748,404.228636,-81.069783
-852.296809,542.838084,497.570404
398.840399,-706.234872,-198.463710
529.865818,205.185882,-52.821142
498.701583,-566.063455,-338.311929
91.561173,659.686386,598.073358
876.719852,769.710923,748.820398
-479.774130,-61.176531,-98.964963
923.324974,-567.294000,-105.794323
12.018931,-165.183655,824.887592
529.456979,-380.642428,238.440812
648.773933,591.089672,448.702551
-283.353267,397.926518,-822.059241
570.837320,793.104419,-427.751217
632.556266,82.625688,-835.245590
-312.419376,162.434036,949.054413
-225.760813,-904.760036,6.554460
166.193131,217.287572,575.210792
-437.645064,790.063308,-365.211017
-648.968338,-493.244378,980.492761
-120.884242,32.051080,849.395345
-763.493718,895.873376,-451.917309
-682.154749,377.544760,-634.117120
-403.213277,-762.848984,-800.129661
250.681294,64.317318,9.268473
791.593703,-843.865297,579.576207
777.841525,-501.064633,222.135065
118.368021,965.070824,-62.780562
220.078331,-665.441100,-672.534273
-870.426049,140.547422,-439.346811
-364.343404,736.122280,934.049374
587.769815,-250.146315,-523.614720
853.415796,148.866407,976.190152
32.479853,-895.660566,-423.442773
-399.990323,-644.888855,40.137657
-370.632762,673.535644,-953.769132
-335.805767,-47.245199,-878.020950
649.352695,253.079221,-434.128118
-417.967454,-135.275661,-357.470074
-634.455532,-591.669906,-957.707572
-336.122129,25.085973,-77.061088
124.933979,-392.639955,721.056165
157.485837,-811.738161,355.053797
518.819455,148.536738,882.121087
324.707380,908.916897,-6.967225
-230.938135,-313.524676,127.245687
-749.611619,174.471299,-601.797580
3.827332,-512.352383,677.754703
820.583362,927.475430,-890.038092
328.918945,-241.727015,509.931460
973.094465,-653.134829,610.042843
-38.834726,-828.206272,-52.185528
474.593690,259.073045,232.113687
-474.579553,-870.485404,0.221066
-687.979638,896.075115,802.819545
515.977485,812.763201,917.023622
-158.959962,176.415531,276.654882
313.470039,-296.732847,208.316196
-189.038280,-476.482196,-521.822161
474.037201,-53.764324,86.324458
-582.589523,325.311846,-261.530624
-892.517404,522.098329,-240.730855
213.432188,-837.262485,-381.662100
427.153922,-228.695876,-850.295822
-713.266628,261.569663,780.487796
-273.816292,-707.944405,167.397616
-721.570768,93.520128,-787.082380
-128.000510,-202.664803,379.604822
-968.234553,28.501771,-417.804549
547.633568,-277.253281,745.712006
941.404214,503.068744,-551.223557
272.369090,522.695446,346.616781
-249.205556,-471.627699,622.754514
-654.140698,-624.318443,-573.337112
-209.887651,-517.536836,585.629917
244.493932,-813.482619,-208.326821
-975.135861,-863.140592,585.630357
610.340738,438.596716,-774.747336
-17.923448,105.313560,-217.889148
-592.049433,218.884738,408.627495
16.797927,166.585611,528.573335
296.052649,-740.172665,625.525996
-951.907266,-744.429581,247.754596
-574.466454,644.699907,-336.135542
494.327582,681.660849,-245.386034
841.313572,-18.507268,4.331070
-503.544137,895.004621,186.416465
-941.471220,371.419020,-45.109656
-392.529729,-337.468211,478.403055
577.135086,683.534217,-26.183096
-834.224866,-611.961004,878.722754
-461.018610,-317.027115,380.136079
474.825332,834.713065,759.900165
214.452040,486.475117,-623.781435
-153.540328,-508.712063,-294.078076
-757.377979,741.648218,-957.207994
590.889515,13.742835,879.843828
-713.325777,-145.911892,-202.657357
617.712181,-231.082832,-320.914307
-250.832482,-576.297808,732.708696
-27.374872,-490.747900,289.191785
535.825346,185.432221,-991.432291
744.746381,302.124841,792.872737
-123.307430,-919.970414,-268.006800
372.647493,-734.734019,-583.748635
107.059803,336.779492,-517.088614
-481.408979,-747.438520,406.987719
-492.938558,981.717812,214.193443
826.997808,-889.320206,55.834987
-623.823529,93.316290,-904.941870
-529.097228,909.348209,-918.261691
565.769161,801.181402,598.723534
797.642435,-988.976263,404.032198
680.500892,-813.981699,404.848079
626.653420,-129.066362,-496.090791
-399.361459,-935.731427,91.661664
447.049066,-594.627797,-534.437652
-7.666937,-343.556112,479.908461
292.094878,-333.620412,550.490075
987.456567,-831.072698,890.034495
-176.612481,-284.344014,411.183812
244.088346,-213.678128,215.121629
-264.198981,-808.664404,-798.926668
617.201657,-665.006781,-229.010097
-258.131149,498.444897,-927.876421
493.788582,-68.968422,-497.473680
-644.823610,-580.896655,380.533626
889.551774,375.604647,986.354913
-379.073998,-943.374668,904.370793
23.521465,737.655978,348.840095
-853.909549,69.393291,-342.687234
-440.010184,701.330721,-635.722461
-822.206928,-116.392914,381.207346
500.500742,-359.454456,-944.456439
-948.806008,84.477423,-673.934855
-686.457579,730.120114,856.190198
305.221226,-385.261222,-138.380081
-33.682957,902.611829,198.325371
-654.409684,-437.130689,788.777724
-574.667941,666.926544,-131.367752
-646.377980,-49.537220,-245.454165
-260.777445,880.906323,91.281045
-724.314451,462.014539,625.990375
-165.909750,869.603634,359.696144
657.495956,780.906231,375.782804
679.651927,-310.209919,903.027222
-892.072055,646.890478,534.976032
433.050924,323.084343,604.314539
-387.911229,-141.658912,-592.613751
985.045061,34.431422,94.480872
314.566384,-989.744667,466.987288
77.461044,-423.150829,313.357521
-857.842663,97.338470,-917.038840
444.137236,-979.135893,-585.580267
273.654553,534.642417,-94.033117
-378.047542,373.965934,-830.211121
564.674971,661.526685,351.580712
-50.327180,478.245631,230.187434
-580.412259,-939.728253,16.317751
-94.668621,786.910253,-169.758396
534.458791,-792.859718,298.728110
945.141603,315.451770,-268.044424
-425.271053,-90.568564,-504.898371
362.622424,539.385555,717.246664
390.886709,1.821781,-382.429212
-839.492509,404.466317,415.487933
714.479404,889.697560,896.155170
890.454430,-929.467072,622.188968
186.727496,-348.798422,402.993665
-209.099249,759.401327,912.444031
-457.672195,230.270593,735.332169
808.477948,-303.628191,-57.444307
16.964607,-331.985916,-216.087368
762.958868,-786.284755,673.300095
505.551088,611.778291,239.331867
-714.411109,-206.981020,-880.709938
-950.154919,-984.484915,-585.412393
-823.008805,191.125839,857.176394
-756.454032,-468.513775,-845.480014
417.741971,346.255686,-444.124091
-718.627088,350.657136,-16.875962
927.386528,-884.492656,646.656857
52.805417,-648.389816,-660.002106
950.287138,28.214862,-285.608573
472.314998,321.707968,-212.394012
-494.425482,-393.798911,606.682539
-482.335031,174.376284,859.570211
-553.635946,-74.244212,-522.172204
624.583509,505.700285,98.771585
882.092348,41.052653,269.290802
-48.020576,640.536477,280.080897
-92.856955,373.048497,572.664607
-551.022491,-828.864583,400.872350
416.997705,-937.074870,-15.730776
507.558241,894.878339,28.139253
507.275823,322.681262,-141.054927
-310.696711,-402.242502,-766.331177
364.307134,-759.013125,623.373074
225.917475,317.752131,196.663076
-459.769346,-148.939676,632.148318
-731.540324,-255.924528,-905.032469
-966.411723,459.625686,-286.107827
985.137347,-288.726257,440.898675
-111.474547,999.642800,513.575980
883.896815,891.423506,-466.430657
-457.706559,616.980647,141.167918
532.171534,-7.151394,439.866188
-540.315191,960.322130,478.788364
170.925127,-885.278039,-764.375837
652.928144,-900.725277,-236.790787
285.032605,-647.273177,-577.345397
179.906996,914.021757,582.699926
-905.584324,762.527176,140.012024
-394.643816,430.422568,-972.823565
675.082938,61.423946,453.163768
-616.768151,347.263915,565.016111
743.668246,-927.904721,-468.262870
-645.121228,-506.179719,104.272504
-752.893630,827.834051,932.602882
-358.553453,-624.689501,-334.611879
701.766582,157.158474,332.230869
-245.778402,-914.878707,-456.879510
518.921543,772.086257,889.802252
250.982297,526.857729,-813.785271
-746.605771,-608.326615,770.791754
912.374406,219.651986,612.594465
-64.285573,637.233696,-330.025291
-280.542358,-62.886948,259.861608
195.948746,373.500851,-995.813361
-514.531802,962.628542,-843.927529
-921.492377,496.055989,-184.758327
229.030962,-518.398227,430.771812
891.846491,989.407526,794.433060
973.302603,917.401379,-384.030729
-746.791235,-860.743789,-382.910891
-667.159876,-468.340967,111.018842
-524.659143,-149.512207,-880.306030
811.469761,-419.146228,-422.936929
-607.242043,-763.625987,-33.179074
972.284586,-138.904702,452.526638
-336.194440,-807.031268,930.891602
-602.170648,696.039987,-194.268530
-453.598713,-678.679147,-985.654018
-555.382865,968.126918,-983.318964
588.631262,-466.286208,-44.461827
414.251240,760.235715,448.983535
901.293333,694.270475,559.890215
309.641837,53.625082,188.095276
207.817735,-228.339944,-664.478074
887.895106,111.842564,-481.459977
641.303461,-955.029796,-91.689113
-929.912085,622.835668,-858.875525
-958.865638,-818.061799,866.361517
-624.657931,-89.722132,-748.926194
-52.003385,154.187556,-451.591820
-497.261573,832.638312,126.619478
432.080006,-132.315738,176.111398
-790.460740,-782.615490,199.571244
-476.324127,-181.229025,196.260935
606.668238,-786.933301,-658.128119
495.100297,276.070697,10.611924
257.971055,-151.185732,456.107185
655.520898,-53.843265,-49.344560
4.363955,781.267017,473.665997
-433.368859,661.591819,-54.667650
580.880398,113.382178,812.879774
-40.762822,877.252691,763.738810
607.072741,-403.868699,413.866574
-558.399197,-599.534890,-999.643199
140.429199,-208.114797,769.059199
-441.319057,-721.004501,52.615290
423.248348,-655.646873,794.884223
-486.098149,-382.322966,-721.874412
-178.642326,241.284199,748.809430
-42.618820,-656.789193,776.330674
-577.886442,990.608901,199.446393
353.324916,-101.913468,876.177771
331.937942,976.638526,-673.501449
-571.755960,335.553650,271.962264
-956.012929,-46.285732,338.961298
876.680298,350.127196,344.870149
-84.324527,-305.137473,-214.397501
969.155040,611.524379,-40.054320
-974.760319,-573.831385,170.080317
-321.743290,744.183864,715.919836
-590.927795,398.931739,30.383555
244.375179,140.853848,172.502700
560.246978,-654.032117,-370.985378
796.556593,-412.535137,828.419073
-130.870414,-913.763043,373.915894
569.140134,395.129203,-704.533884
555.034174,-910.449077,-505.816227
-546.141110,-779.803277,128.265670
65.720745,-368.970578,-618.032432
124.201324,733.560527,-771.063011
113.430245,451.224647,-166.407536
-397.259242,131.081858,459.861884
544.445571,-502.816141,-700.884243
-418.365451,-216.292345,768.919371
-408.751521,-220.527815,43.710964
-807.283155,-496.409873,-159.423175
226.688970,-326.168016,-805.617526
904.371199,169.079550,345.651154
500.518652,637.165474,-761.843861
-527.966654,562.925306,974.198914
906.800349,-753.176939,98.899699
-735.502387,-0.173119,895.654084
-219.273372,-141.635167,385.604315
-363.668717,-628.758180,599.533462
504.384817,644.586763,744.077415
-308.863938,-339.961741,-671.467868
32.534279,-667.478627,-618.520585
44.469064,-565.846438,130.544391
-920.805308,-932.510960,-580.043465
942.881642,-216.626329,140.823540
776.210476,696.489012,662.365906
56.754793,-26.514502,437.625442
-250.424189,622.711146,-837.650861
-256.043592,349.926917,284.044997
51.178241,871.895571,-583.483868
-124.085360,-370.937380,-717.670079
316.342569,486.384517,-442.521745
-71.669445,-586.882237,-300.826812
-910.944673,893.020073,-101.721051
-926.709067,372.135547,-403.858226
-366.922049,945.191657,-74.827501
73.030775,520.702441,-356.460362
214.678348,-515.933053,-392.561319
822.991417,-662.132410,440.928234
916.566698,-136.927184,-770.750153
288.638500,-400.990241,-694.674038
279.926342,-707.953164,758.097711
925.628342,-891.809630,219.873331
932.575741,70.409253,-872.181994
228.311712,893.296589,-911.251407
-255.297814,555.159363,-548.241541
-236.750871,-820.304105,945.282896
-563.711008,101.495570,-627.100404
448.116841,776.979887,727.112205
332.530600,536.435783,56.175649
-456.131312,-206.941344,-161.449214
-386.583410,693.501541,61.036931
-942.004818,788.652481,-478.739924
453.301099,-237.197039,744.944240
369.093516,947.346556,224.177615
-552.998833,-488.735559,220.723310
-667.585364,625.249269,-624.353351
-449.028955,-845.278559,-784.797625
-147.409831,-108.146779,-991.232319
109.329302,-905.440736,-996.778942
-762.144197,666.873513,438.688617
-154.376117,51.971570,759.083830
-647.787687,299.419521,93.720982
127.782594,286.172865,492.299615
302.084030,-65.162241,269.225717
172.502964,717.950562,-899.388738
585.952050,426.824778,678.858377
969.412467,844.620956,631.138452
-59.150565,-339.002801,268.454169
-698.146306,-358.428641,222.927420
-825.494096,-140.580765,887.200007
-396.417615,-700.286342,654.423761
443.012749,192.974393,661.816612
-721.451883,484.170241,931.558700
119.951463,-602.106167,210.219230
-449.024968,549.914537,-682.544358
70.408640,-659.868841,-966.823959
652.994065,631.286668,188.260846
-485.623110,778.034606,574.175367
601.947712,-662.508916,-558.246714
-764.156023,-842.420416,242.801820
-86.258745,813.345413,-106.301630
-229.192453,-118.802113,-124.415184
-449.186642,-243.345726,223.569814
-633.247571,214.057041,25.571397
375.267938,-15.484712,-81.389090
130.413762,-283.001404,356.397518
899.073293,67.331667,718.376780
-11.035775,-86.464491,-689.373289
97.330405,-539.037982,-862.511718
555.449917,-780.198603,999.656169
880.212827,-480.594250,-657.212135
926.157974,849.564182,206.267127
590.071553,364.574069,-570.325260
65.816915,2.847790,-38.132166
-435.902583,-13.436498,-359.983126
483.441795,-558.309950,-751.822892
-871.551100,975.906444,-75.741487
793.989306,-744.716986,395.648545
733.718686,-428.146291,-758.928999
592.265455,161.044213,-566.278204
30.171498,-730.270158,-405.037235
-277.905788,-322.869783,-932.651430
753.329535,-822.250689,-150.867695
-336.983438,-961.756918,939.921811
959.048721,-617.844932,-785.912931
390.666058,680.700798,33.834967
-915.643363,710.741971,317.937942
-838.691206,-465.921637,-377.032976
45.676089,-763.533146,-75.017348
920.770122,982.339024,-454.477572
377.432587,958.199579,-981.343680
261.548881,-800.724330,353.111510
551.718497,-638.698077,106.203081
-644.785183,-60.614753,-958.563748
-502.118570,740.993387,-118.170862
-174.818861,-117.473012,404.172188
-405.185657,569.260862,-39.415280
-708.631770,366.336918,319.671772
-925.076347,917.878247,-452.366573
-762.424442,155.171832,-603.610823
-191.734269,184.911748,915.243030
244.368164,-161.439600,-984.757297
137.979961,615.820903,-250.309122
829.662885,790.037268,462.050938
-700.609324,-551.181930,-8.396963
-815.338854,-348.594321,764.374141
592.849121,-380.309591,-151.220336
121.661269,-52.176353,893.357385
-198.273309,-565.106159,-136.911358
-330.023553,-814.986691,572.257582
66.320038,-365.433962,-619.382522
-857.910201,-941.963487,725.025959
-660.888826,-866.629652,-458.173640
-222.392784,360.430142,-983.809214
-539.607361,296.884734,85.790606
495.974557,983.920399,-256.071253
-483.577627,-253.332042,932.636566
685.402909,258.321543,597.235170
202.065352,596.833147,49.116826
295.816416,974.585017,-505.923733
-489.647624,759.440829,-271.864905
814.468200,885.264176,-99.757420
-649.442276,245.068270,701.131977
953.342226,988.480981,-61.952027
-814.992395,-323.192722,-893.200421
-412.597166,705.828266,-670.932801
-802.801023,95.312966,-247.714417
212.938904,15.712253,-516.675204
654.266581,414.466581,-903.986814
-675.480061,632.110946,751.919172
837.365071,-829.110552,811.621914
-145.311091,-931.375352,470.366679
-782.237685,-314.065978,-89.509556
-374.628302,-213.540107,-610.009284
-97.301448,-595.824734,866.241138
461.693246,-474.634265,957.891282
745.261433,-649.126918,-751.007888
-406.257336,975.436512,-706.150470
69.696200,596.090620,-160.404118
522.617398,-382.130700,669.620324
-374.927362,-459.214019,403.874370
949.496774,312.254681,704.013783
903.818659,903.184862,-362.377865
217.604167,276.410606,-121.279610
985.579000,-470.112048,569.605700
-196.836539,541.007468,-623.533640
-187.023980,459.432505,-702.792833
-288.101115,-78.081903,-725.876137
-676.361884,787.833108,15.176095
-4.750871,-12.623185,414.953583
103.321877,-787.055331,-296.298072
-131.659398,217.975714,274.310911
183.613238,290.221223,38.886351
586.135559,709.693025,261.335672
95.382082,-889.052389,759.389211
-792.110099,428.813571,418.667064
-994.685974,-733.231530,988.059733
-579.401750,-805.989471,571.572912
-24.349253,77.302515,-575.348234
-890.357286,631.966547,304.577222
-485.717228,-125.002698,24.895735
-721.615288,201.859753,267.327088
-451.034810,412.794282,-426.337076
-897.602493,-251.694008,-666.613770
-77.216770,-963.885639,85.565315
-192.848587,-235.609935,-726.451227
-634.966398,-571.595188,527.039962
-186.925582,-172.341999,-604.077039
427.594535,-809.088881,504.232873
-516.881759,132.676010,-947.674195
877.956285,50.377617,-511.478843
806.772779,-282.242749,-547.170184
-615.539723,-880.121429,851.944822
978.322835,197.758282,236.786547
-450.013574,-744.684562,-667.004971
371.923931,141.042792,23.999758
681.372204,-833.119825,-386.074630
-688.612388,81.860156,-941.791835
-644.569109,273.394811,-772.213210
-47.436863,59.755872,-420.563236
-307.542762,-57.577640,439.073571
-949.734970,-274.958836,-202.018619
359.579362,133.586448,-336.439445
-655.585084,9.617081,-944.436829
-778.094988,-381.163873,22.440677
-887.038240,-271.181705,813.850429
159.077544,492.964000,-957.030683
474.883981,967.349090,-24.940770
-687.361433,948.056318,-55.185930
954.561441,-389.562538,-692.488853
-238.981445,-489.719699,399.739302
752.321177,-272.830041,-988.509950
332.416413,845.214798,-267.354586
-516.257016,88.975777,116.076413
-504.925810,654.285439,838.983147
380.662361,-187.980541,-108.476574
-911.445049,-791.441469,593.049123
-786.102115,439.064552,856.290611
-256.965393,358.169789,-446.121670
-704.247327,713.273074,-471.255465
428.004612,892.251023,457.414942
-281.637530,-367.198549,-243.451291
-903.771723,-748.730153,33.540799
556.468089,-298.402356,853.101061
840.884670,8.936138,417.828011
558.134478,328.218714,846.945691
-363.529568,18.907082,-100.724598
30.014962,368.397842,-537.216507
902.993080,687.144188,585.573229
267.336038,163.572732,392.845815
-370.146815,529.639932,593.751012
954.990704,-141.657294,-543.160837
501.615756,-710.451406,855.301293
492.310786,862.194292,-458.305491
303.614209,-551.045659,-926.040823
-122.266488,936.031687,226.183977
-615.876093,422.979461,741.842138
-285.063275,403.107611,496.679110
-565.175512,293.545797,-749.427821
-671.827365,-10.276535,482.649180
841.724961,828.985678,112.071904
641.949265,-949.262595,-10.292825
707.554322,287.775117,741.110709
-931.733317,-53.280995,-164.769729
845.659959,53.671550,236.184831
928.830616,623.936542,944.770297
-590.626728,155.534647,975.284776
-403.212751,-975.204387,-524.241365
-541.596141,336.479066,295.374503
-253.233517,-153.809728,-101.047227
-630.064284,-492.505018,-706.894250
-411.056321,-492.199847,-140.892189
-843.523630,-306.287132,-938.233865
257.108160,583.764694,554.038642
304.319554,-537.362258,571.886153
71.611955,937.346895,-269.886230
-515.042928,-984.287639,5.147908
109.630585,-645.743652,-150.553421
558.381201,-529.180116,84.797868
87.842505,161.666476,-620.004614
-344.642478,747.886779,-40.520956
914.462913,358.328725,260.698357
740.380831,-552.336041,917.648819
-70.877415,-804.233984,138.274676
-748.079890,156.395324,340.114087
-171.023701,847.853311,4.910562
908.102616,-267.367347,189.034200
828.760455,664.652268,894.966616
422.143106,-177.917224,407.972973
-889.326577,-268.312276,-846.315636
-911.097141,-404.923620,64.523676
882.386442,-626.175041,-965.097891
-262.459358,657.595013,982.770103
823.264090,881.678283,-237.451442
-460.797182,752.827547,-90.440126
-485.173204,561.856487,310.617653
-92.869613,-556.005480,-147.526323
884.944294,411.896542,538.990390
660.517948,-137.830663,-754.403887
-62.032051,881.381294,284.326855
88.873625,-826.011889,-397.881614
414.279103,-177.692048,580.548766
747.932664,-649.990661,260.611461
-467.095802,-471.848831,820.798191
-616.819591,846.066119,-164.836604
652.545760,919.436449,945.132056
-123.011265,-947.658552,171.328939
-644.027189,812.519385,-107.028165
-231.112217,-1.312554,-426.933758
684.730980,-892.098423,848.203758
-635.832287,-806.638843,357.077797
-107.709367,720.100088,-370.120249
-989.389791,551.956600,-161.633301
657.598664,381.590106,563.663321
-589.740697,-191.038664,462.801865
166.053475,28.211665,-768.990507
697.041607,-438.654110,-522.629023
-10.399838,129.053293,835.438079
935.586797,82.254382,-64.958597
-767.842451,761.827577,606.773645
828.294522,-973.504723,941.467622
-923.340304,273.809750,984.860669
-307.149532,-685.404285,-720.339679
-528.350052,728.480247,-315.865244
692.135212,-802.675116,-868.808601
-767.438110,-540.845581,666.858798
875.267379,149.003077,637.754476
-771.929686,988.329129,-666.978763
-224.851267,-138.784179,137.465949
-610.296748,-925.581262,-893.868275
600.416964,866.531777,738.343356
12.168057,-144.075153,-941.727033
-179.326181,-875.409059,7.277428
985.589667,659.357174,-645.885629
-62.938549,-878.917100,749.420599
-9.300748,-703.558491,702.936154
-884.086655,488.735583,923.737328
107.304039,648.175694,-386.681364
-916.285558,-318.333193,-457.291317
835.991487,693.895815,273.467923
571.196769,-0.481569,880.433592
383.728273,-918.842076,-762.255092
-304.151312,220.752041,785.332878
809.234949,536.566068,562.804367
76.745636,-546.664342,477.814376
-373.994206,-836.656291,832.737081
909.482891,736.867068,-607.737236
466.027071,497.465170,462.114303
-118.408102,-419.636146,-8.970004
549.643046,652.815070,-877.453186
-670.298469,754.124753,584.834615
-257.219624,504.444394,-630.734150
713.092407,-989.687642,138.337676
580.967823,-246.538741,-825.272558
-240.391640,-977.746900,989.189875
611.958818,851.600214,-698.405232
146.093322,770.049369,-293.371233
889.811831,595.059712,741.662874
350.715498,-482.149557,-432.064882
752.802584,-345.826724,394.995048
-166.345907,-187.732827,-249.030397
-506.119965,-787.416630,7.970548
-378.329532,-342.707007,-563.844462
-141.771456,820.894334,997.927784
392.930225,209.955148,885.640426
300.879231,-55.664716,976.641966
813.861586,-753.770519,-330.568632
-137.261803,-13.037801,496.188986
204.219051,127.649139,254.271797
-188.256986,351.184173,126.799053
-600.758785,-336.529039,897.033690
-613.650957,-775.091851,-60.530009
-191.201417,280.565835,323.189773
971.005201,-174.151436,-568.318147
-412.311937,-684.018488,-297.739993
-337.239615,-880.720819,267.112678
572.509807,-955.841932,897.415030
-177.446521,831.894718,848.988597
466.874519,-451.962110,-766.611455
-279.929534,720.422192,306.039577
-663.811833,-172.872854,-229.350131
954.794303,-232.515013,-764.478381
-822.866762,-368.421685,746.423620
-701.194026,-324.434920,-359.913318
329.155643,-853.505023,-233.197141
864.917514,962.382394,495.769237
-90.243948,-905.076434,-844.747094
488.440920,518.090615,-487.534363
270.678387,-991.775407,293.683413
-659.333220,891.413553,429.545851
430.301539,181.692399,205.047338
84.517619,928.509252,478.872974
753.656275,384.115648,857.104565
-284.237759,173.176883,-354.856350
164.250656,-852.552720,810.664283
-690.782190,-433.862457,-144.567352
659.126042,197.535455,-373.987522
268.164522,67.205822,137.438796
659.170939,150.692164,-947.741608
317.199424,647.933016,410.156565
-917.439823,-291.399162,645.444442
-816.848603,959.942662,-355.181282
454.550752,491.327862,73.105512
211.541830,314.322681,948.468251
372.540280,578.639257,-140.149579
888.541990,-417.161302,-808.157420
-886.711427,-213.653501,-94.377654
57.449462,465.677199,-909.810585
354.792925,-838.708803,-408.592353
16.758416,289.994669,-382.471102
-229.767109,-966.168247,61.479819
-420.446013,-837.931495,873.226820
844.809097,132.634369,-288.727121
-96.353300,-837.835174,820.733411
596.817147,-116.678599,-907.552731
984.534838,-592.088466,-553.489290
105.054380,721.122681,-556.889653
-124.150697,-683.239250,645.999495
-502.768121,-350.867122,727.213934
542.432263,748.794169,-788.679368
-110.734559,-68.320762,-735.783836
-913.460304,505.108099,185.608327
648.368156,-259.770624,-707.010116
-837.077041,-694.680323,-459.965499
918.861330,-642.973870,119.683705
